ID,Nome,Idade,Destino,Classe,Valor_Gasto,Hora_Entrada_Restaurante,Hora_Saída_Restaurante,Objeto_Carregado
1084,Augusto Santos,51,Paris,1ª Classe,80.25,16,17,Chocolate
1085,Thales Freitas,28,Paris,2ª Classe,487.85,15,16,Chocolate
1086,Murilo Fonseca,43,Paris,1ª Classe,420.67,21,23,Jornal
1087,Sra. Manuela Garcia,63,Madri,3ª Classe,143.76,22,24,Jornal
1088,Sarah Peixoto,60,Madri,2ª Classe,493.89,18,20,Carteira
1089,Ana Liz Abreu,47,Paris,1ª Classe,132.84,17,18,Chocolate
1090,Vinícius Barros,26,Paris,1ª Classe,371.52,11,13,Chocolate
1091,Pedro da Rosa,29,Roma,3ª Classe,342.81,12,14,Chocolate
1092,Bianca da Conceição,24,Paris,3ª Classe,378.29,22,24,Celular
1093,Kamilly Aparecida,30,Berlim,3ª Classe,253.97,18,20,Boné
1094,Pietra Albuquerque,69,Madri,3ª Classe,18.66,22,23,Bastão de Caminhada
1095,Luiz Fernando Guerra,25,Roma,2ª Classe,164.13,16,18,Boné
1096,Olívia Moraes,20,Londres,3ª Classe,333.11,22,24,Celular
1097,Antônio Andrade,28,Roma,2ª Classe,75.9,21,23,Boné
1098,Dr. Lorenzo Fernandes,25,Madri,3ª Classe,250.37,18,20,Boné
1099,Rodrigo Leão,28,Madri,1ª Classe,201.78,17,19,Chocolate
1100,Maria Flor Gomes,40,Berlim,2ª Classe,40.1,19,20,Carteira
1101,Esther Melo,41,Berlim,3ª Classe,296.14,22,24,Boné
1102,Samuel Fernandes,45,Berlim,2ª Classe,211.85,10,11,Jornal
1103,Enrico da Conceição,59,Berlim,3ª Classe,51.62,21,22,Celular
1104,Melina Cardoso,25,Berlim,1ª Classe,19.66,15,16,Boné
1105,Daniela Pires,45,Madri,3ª Classe,451.69,14,15,Chocolate
1106,Bernardo da Mata,55,Paris,2ª Classe,195.09,16,18,Chocolate
1107,Melissa Rios,69,Roma,1ª Classe,348.52,13,15,Boné
1108,Diogo Guerra,69,Berlim,1ª Classe,311.27,15,17,Jornal
1109,Maria Cecília da Cruz,58,Paris,3ª Classe,114.9,14,15,Jornal
1110,Aylla Cirino,54,Roma,1ª Classe,316.04,11,12,Chocolate
1111,Asafe Alves,35,Paris,3ª Classe,402.58,17,19,Jornal
1112,Ester Farias,68,Paris,3ª Classe,413.63,18,20,Boné
1113,Eduarda Araújo,52,Berlim,1ª Classe,213.01,14,16,Chocolate
1114,Luiz Felipe Casa Grande,53,Londres,1ª Classe,317.64,18,19,Chocolate
1115,Heloísa Montenegro,31,Roma,2ª Classe,469.21,18,20,Celular
1116,Guilherme Pacheco,64,Paris,3ª Classe,108.32,17,18,Jornal
1117,Pedro Lucas Mendes,65,Berlim,2ª Classe,211.03,11,12,Celular
1118,Clarice Marques,35,Berlim,3ª Classe,88.69,20,21,Boné
1119,Thales Alves,25,Londres,1ª Classe,23.58,22,24,Boné
1120,Yago Cassiano,53,Roma,2ª Classe,326.99,10,11,Carteira
1121,Cauã Fernandes,26,Paris,2ª Classe,396.94,14,15,Chocolate
1122,Esther Barbosa,20,Roma,1ª Classe,37.11,11,13,Chocolate
1123,Sr. Matteo Albuquerque,22,Roma,2ª Classe,339.12,11,13,Celular
1124,Luiz Miguel Machado,64,Londres,1ª Classe,64.85,21,22,Boné
1125,Isadora Brito,55,Madri,2ª Classe,253.26,11,12,Chocolate
1126,Sra. Daniela Machado,67,Berlim,2ª Classe,417.84,21,23,Celular
1127,Srta. Manuella Siqueira,65,Londres,2ª Classe,116.82,11,12,Jornal
1128,Dr. Levi Mendes,35,Roma,2ª Classe,134.61,19,20,Boné
1129,Heitor Nogueira,41,Paris,2ª Classe,277.42,17,18,Bengala
1130,Cauã Nunes,68,Londres,2ª Classe,242.86,15,17,Carteira
1131,Kamilly da Cunha,56,Paris,3ª Classe,334.49,10,11,Jornal
1132,Joana Pinto,42,Berlim,3ª Classe,479.66,15,16,Boné
1133,Nina Rodrigues,33,Roma,2ª Classe,13.85,16,18,Jornal
1134,Maria Sophia Peixoto,70,Londres,2ª Classe,113.09,12,14,Chocolate
1135,Maria Luiza Rodrigues,69,Roma,1ª Classe,144.28,11,13,Boné
1136,Josué Andrade,44,Berlim,3ª Classe,216.96,11,12,Chocolate
1137,Hadassa Moreira,50,Paris,2ª Classe,216.23,21,23,Boné
1138,Enrico Borges,19,Paris,3ª Classe,324.38,20,22,Celular
1139,Carolina Casa Grande,26,Paris,2ª Classe,108.04,14,16,Chocolate
1140,Benicio Castro,25,Londres,1ª Classe,263.02,22,23,Celular
1141,João Pedro Moura,61,Roma,2ª Classe,231.23,21,22,Jornal
1142,Raul Gomes,61,Madri,2ª Classe,401.77,13,14,Boné
1143,Heloisa Camargo,29,Roma,2ª Classe,472.93,19,20,Carteira
1144,Alice Fernandes,19,Madri,3ª Classe,309.88,13,14,Bengala
1145,Srta. Heloísa Pacheco,30,Berlim,3ª Classe,427.4,10,12,Chocolate
1146,Rafaela Nascimento,56,Berlim,1ª Classe,53.64,15,16,Faca
1147,Marina da Costa,25,Paris,3ª Classe,267.66,22,24,Celular
1148,Ana Liz Garcia,49,Paris,1ª Classe,359.65,13,15,Jornal
1149,Dra. Hellena Caldeira,49,Roma,1ª Classe,221.34,13,14,Bastão de Caminhada
1150,Gabriela Aparecida,36,Londres,2ª Classe,98.38,22,23,Carteira
1151,Dr. Vitor Gabriel Cavalcanti,34,Londres,3ª Classe,230.98,13,15,Chocolate
1152,João Vitor Viana,59,Roma,1ª Classe,15.06,12,14,Bengala
1153,Cecília Castro,43,Londres,3ª Classe,197.91,16,18,Carteira
1154,Emanuella Barbosa,53,Paris,1ª Classe,173.1,13,15,Celular
1155,José Miguel Vargas,56,Madri,3ª Classe,376.64,10,11,Jornal
1156,Yan Sá,57,Roma,2ª Classe,488.99,20,22,Carteira
1157,Matteo Castro,53,Paris,3ª Classe,97.89,12,14,Celular
1158,Luiz Gustavo Farias,47,Londres,1ª Classe,165.49,18,20,Carteira
1159,Srta. Lara Fogaça,25,Berlim,1ª Classe,489.47,17,19,Chocolate
1160,Stella Freitas,45,Berlim,2ª Classe,310.34,22,24,Boné
1161,Sra. Ayla Fernandes,45,Londres,2ª Classe,371.07,17,18,Boné
1162,Diogo Souza,60,Roma,1ª Classe,102.57,10,11,Carteira
1163,Antonella Machado,48,Berlim,1ª Classe,355.92,16,17,Bastão de Caminhada
1164,Apollo Lopes,49,Paris,2ª Classe,184.69,21,23,Boné
1165,Rhavi Duarte,25,Londres,1ª Classe,181.31,13,15,Carteira
1166,Dra. Melina Fernandes,28,Madri,2ª Classe,285.99,20,21,Chocolate
1167,Valentim Lima,18,Madri,3ª Classe,98.48,11,12,Celular
1168,Dr. Otto Mendonça,61,Paris,2ª Classe,22.72,20,21,Boné
1169,Lucas Gabriel Azevedo,55,Paris,2ª Classe,85.35,11,13,Celular
1170,Ana Clara Machado,60,Roma,2ª Classe,317.89,14,15,Jornal
1171,Maria Moreira,20,Madri,2ª Classe,169.21,21,22,Jornal
1172,Rodrigo Mendes,21,Berlim,2ª Classe,401.09,21,22,Boné
1173,Benjamin Porto,56,Roma,1ª Classe,205.44,12,13,Bengala
1174,Giovanna Silveira,43,Paris,1ª Classe,427.65,12,14,Celular
1175,Vitor Gabriel Vargas,36,Londres,1ª Classe,156.29,22,24,Chocolate
1176,Sr. Nathan Silva,37,Madri,1ª Classe,185.93,11,13,Boné
1177,Kevin Dias,49,Roma,2ª Classe,243.46,19,21,Carteira
1178,Ian Casa Grande,45,Berlim,3ª Classe,101.31,20,22,Carteira
1179,Brenda Sousa,50,Berlim,2ª Classe,341.46,20,21,Celular
1180,Vitor Hugo da Cunha,51,Madri,1ª Classe,152.44,16,17,Celular
1181,Oliver Aparecida,48,Berlim,1ª Classe,492.25,20,22,Celular
1182,João Aragão,51,Roma,2ª Classe,288.58,18,19,Celular
1183,José Barros,50,Paris,3ª Classe,218.21,11,13,Chocolate
1184,Noah Casa Grande,54,Berlim,2ª Classe,134.88,11,12,Carteira
1185,Miguel Costa,60,Roma,1ª Classe,395.23,16,17,Carteira
1186,Maria Isis Novais,63,Berlim,2ª Classe,297.73,17,19,Chocolate
1187,Marcela Barros,34,Berlim,1ª Classe,113.42,11,13,Celular
1188,Isaque da Costa,24,Roma,3ª Classe,18.78,16,17,Carteira
1189,Lavínia Costa,59,Roma,2ª Classe,348.99,20,22,Jornal
1190,Dr. Bruno Alves,70,Madri,2ª Classe,348.42,21,23,Celular
1191,Sra. Stella Brito,23,Londres,1ª Classe,16.8,11,12,Chocolate
1192,Kamilly Leão,30,Paris,1ª Classe,245.75,12,13,Boné
1193,Helena da Rosa,58,Madri,1ª Classe,52.19,22,24,Carteira
1194,Maria Laura da Paz,45,Paris,1ª Classe,91.39,12,14,Bengala
1195,Olívia Farias,48,Paris,2ª Classe,296.76,13,15,Chocolate
1196,José Pedro Almeida,43,Paris,2ª Classe,13.86,20,22,Bengala
1197,Ana Carolina Silva,49,Madri,3ª Classe,368.23,14,15,Boné
1198,Olivia da Mota,49,Madri,3ª Classe,365.06,20,22,Jornal
1199,Luiz Fernando Andrade,21,Madri,1ª Classe,216.78,15,16,Jornal
1200,Otto Pimenta,59,Roma,2ª Classe,67.3,19,21,Boné
1201,Milena Brito,45,Paris,1ª Classe,151.13,13,15,Jornal
1202,Cecília Novaes,32,Madri,1ª Classe,297.95,20,22,Celular
1203,Olivia Jesus,63,Roma,1ª Classe,442.75,21,23,Faca
1204,Fernando Viana,61,Berlim,2ª Classe,401.88,12,13,Jornal
1205,Vitor Hugo Castro,65,Paris,3ª Classe,246.62,12,13,Carteira
1206,Ana Laura Cavalcanti,49,Paris,2ª Classe,472.1,17,19,Jornal
1207,Arthur Gabriel Teixeira,53,Paris,1ª Classe,185.81,14,16,Chocolate
1208,Raquel Nunes,29,Madri,1ª Classe,405.34,15,17,Carteira
1209,Srta. Antonella Duarte,32,Paris,3ª Classe,119.81,14,16,Celular
1210,Ana Cecília Pacheco,67,Paris,3ª Classe,141.07,12,13,Chocolate
1211,Dr. Vitor Hugo Vasconcelos,46,Roma,1ª Classe,487.58,22,23,Celular
1212,Maria Isis Vargas,20,Madri,1ª Classe,91.85,11,12,Celular
1213,Dr. André Ramos,28,Berlim,3ª Classe,226.34,18,20,Chocolate
1214,Benjamin Caldeira,24,Londres,3ª Classe,188.23,12,13,Celular
1215,Sra. Allana da Cunha,46,Roma,1ª Classe,130.2,22,24,Jornal
1216,Luiz Felipe Duarte,50,Londres,1ª Classe,140.35,21,23,Jornal
1217,Srta. Maria Helena Montenegro,60,Londres,1ª Classe,379.07,18,20,Celular
1218,Sr. Liam Cavalcanti,26,Roma,2ª Classe,459.83,17,19,Faca
1219,Beatriz Casa Grande,46,Londres,1ª Classe,361.64,18,19,Carteira
1220,Srta. Maria Fernanda Vieira,38,Roma,1ª Classe,222.7,16,17,Chocolate
1221,Sr. Lorenzo da Luz,59,Londres,3ª Classe,38.33,20,22,Boné
1222,Maria Clara Macedo,61,Madri,2ª Classe,363.56,15,17,Carteira
1223,Ravi Lucca Vasconcelos,35,Madri,3ª Classe,461.02,21,23,Boné
1224,Anthony da Rocha,31,Madri,3ª Classe,396.29,20,22,Chocolate
1225,Francisco Porto,69,Roma,1ª Classe,441.68,11,12,Boné
1226,Rebeca Sá,42,Londres,3ª Classe,496.04,14,15,Carteira
1227,Ana Julia Cardoso,53,Berlim,3ª Classe,176.95,20,21,Carteira
1228,Lívia Vargas,68,Madri,3ª Classe,136.76,22,24,Chocolate
1229,Julia Freitas,50,Paris,3ª Classe,39.37,15,17,Chocolate
1230,Kaique Câmara,40,Paris,1ª Classe,380.71,11,13,Jornal
1231,Miguel Peixoto,65,Paris,2ª Classe,176.1,13,14,Jornal
1232,Bryan Caldeira,36,Madri,3ª Classe,78.59,16,17,Carteira
1233,Otávio Brito,51,Madri,1ª Classe,413.19,15,17,Carteira
1234,Olívia Ramos,63,Roma,2ª Classe,50.15,10,12,Celular
1235,Dra. Júlia Silva,48,Londres,2ª Classe,48.26,20,22,Chocolate
1236,Sra. Emilly da Mota,51,Roma,2ª Classe,296.31,20,22,Bastão de Caminhada
1237,Rafaela Novaes,62,Roma,3ª Classe,486.9,12,13,Boné
1238,Srta. Julia Costela,49,Roma,1ª Classe,484.34,18,19,Chocolate
1239,Guilherme Souza,47,Roma,1ª Classe,375.78,18,20,Celular
1240,Esther Duarte,25,Madri,2ª Classe,64.06,15,17,Carteira
1241,Ian Vasconcelos,27,Paris,2ª Classe,159.41,15,17,Jornal
1242,Rebeca Monteiro,19,Londres,1ª Classe,394.06,16,17,Celular
1243,Maria Júlia Novais,37,Berlim,1ª Classe,99.71,21,23,Carteira
1244,Luiz Otávio Pinto,53,Berlim,1ª Classe,436.51,16,18,Chocolate
1245,Mariane Rezende,54,Roma,2ª Classe,392.86,17,18,Celular
1246,Sra. Olivia Rodrigues,50,Roma,2ª Classe,336.94,12,14,Carteira
1247,Nathan Camargo,57,Madri,2ª Classe,199.75,16,18,Boné
1248,Henry Gabriel Costela,60,Roma,3ª Classe,145.91,11,12,Chocolate
1249,Srta. Jade Moreira,54,Berlim,3ª Classe,326.13,20,21,Jornal
1250,Davi Luiz Mendes,57,Madri,3ª Classe,381.23,19,20,Chocolate
1251,Isis da Rocha,50,Paris,1ª Classe,332.54,18,19,Bengala
1252,Nathan Guerra,35,Londres,1ª Classe,416.55,19,21,Carteira
1253,Pedro Henrique Garcia,52,Madri,2ª Classe,206.88,10,12,Celular
1254,Erick Costela,19,Berlim,2ª Classe,98.45,10,12,Boné
1255,Apollo Nascimento,23,Paris,1ª Classe,275.47,14,15,Carteira
1256,Luiz Gustavo Sales,67,Paris,1ª Classe,160.33,16,17,Carteira
1257,Larissa Nascimento,38,Londres,1ª Classe,359.52,14,16,Carteira
1258,Aylla Gonçalves,27,Roma,2ª Classe,136.39,11,12,Jornal
1259,Alícia Rodrigues,66,Madri,3ª Classe,125.88,18,20,Faca
1260,Giovanna Nunes,35,Paris,2ª Classe,237.76,16,17,Boné
1261,Maria Sophia Porto,44,Londres,1ª Classe,141.89,19,20,Jornal
1262,Carlos Eduardo Santos,53,Londres,2ª Classe,288.44,17,18,Celular
1263,Gabriel Andrade,50,Londres,1ª Classe,192.92,12,13,Boné
1264,Maria Luiza Sá,45,Madri,2ª Classe,30.48,17,19,Chocolate
1265,Luara Guerra,28,Paris,1ª Classe,467.42,17,19,Chocolate
1266,Cauê Costa,61,Roma,2ª Classe,422.79,13,15,Carteira
1267,Rafael da Costa,65,Madri,3ª Classe,44.27,11,13,Chocolate
1268,Davi Lucas Viana,26,Madri,2ª Classe,440.36,13,15,Celular
1269,Henry Rezende,39,Berlim,3ª Classe,231.83,13,15,Jornal
1270,Kevin da Cunha,47,Madri,2ª Classe,17.78,21,22,Chocolate
1271,Melina Sales,18,Madri,2ª Classe,12.1,10,11,Boné
1272,Bryan Gonçalves,62,Roma,2ª Classe,273.68,22,23,Boné
1273,Alice Pacheco,70,Roma,3ª Classe,70.47,16,18,Boné
1274,Dr. Leandro Mendonça,67,Paris,1ª Classe,236.72,13,15,Carteira
1275,Sra. Esther Leão,65,Paris,2ª Classe,343.47,21,23,Jornal
1276,Srta. Ester Oliveira,70,Madri,3ª Classe,158.56,21,22,Jornal
1277,Sra. Stella Brito,49,Berlim,1ª Classe,147.57,21,22,Carteira
1278,Arthur Miguel Campos,70,Roma,1ª Classe,436.26,19,21,Carteira
1279,Lucas Gabriel Cassiano,30,Madri,3ª Classe,344.37,19,20,Carteira
1280,Thales Camargo,26,Paris,1ª Classe,137.22,19,20,Celular
1281,Pedro Lucas Santos,64,Berlim,1ª Classe,425.36,10,12,Chocolate
1282,Diogo Monteiro,47,Paris,2ª Classe,324.07,20,21,Celular
1283,Dra. Yasmin Peixoto,38,Roma,2ª Classe,144.28,20,22,Boné
1284,Beatriz Camargo,51,Paris,3ª Classe,120.03,14,16,Boné
1285,Breno Pinto,38,Paris,2ª Classe,105.36,11,12,Bastão de Caminhada
1286,João Freitas,32,Roma,1ª Classe,459.33,13,14,Jornal
1287,Hadassa da Luz,22,Paris,1ª Classe,245.18,22,23,Chocolate
1288,Brenda Rodrigues,58,Berlim,2ª Classe,131.11,17,18,Faca
1289,Davi Luiz Pastor,21,Berlim,3ª Classe,399.11,11,13,Celular
1290,Maria Julia Gomes,58,Roma,3ª Classe,71.16,10,11,Boné
1291,Sra. Marcela Oliveira,62,Paris,1ª Classe,40.38,22,24,Carteira
1292,Júlia Caldeira,57,Roma,1ª Classe,59.9,10,11,Jornal
1293,João Pedro Andrade,42,Roma,1ª Classe,312.48,16,17,Celular
1294,Dr. Otávio Novaes,68,Madri,1ª Classe,232.17,17,19,Celular
1295,Ravi Lucca Rezende,57,Paris,2ª Classe,328.95,20,21,Boné
1296,Manuella Brito,39,Madri,1ª Classe,62.92,10,11,Chocolate
1297,Alícia Ribeiro,30,Madri,1ª Classe,322.31,14,16,Boné
1298,Levi da Cunha,64,Madri,2ª Classe,101.1,12,13,Carteira
1299,Luigi Silveira,37,Madri,2ª Classe,261.43,20,22,Jornal
1300,Sra. Ana Julia Fernandes,52,Londres,1ª Classe,240.07,19,21,Jornal
1301,Juan Brito,18,Madri,3ª Classe,332.26,12,13,Jornal
1302,Maria Alice Ribeiro,70,Madri,1ª Classe,216.81,13,14,Chocolate
1303,Elisa Freitas,30,Paris,2ª Classe,102.78,17,19,Chocolate
1304,Cauã da Cunha,39,Madri,3ª Classe,481.9,19,21,Boné
1305,Isis Ribeiro,28,Paris,2ª Classe,439.29,10,12,Jornal
1306,Maria Alice Albuquerque,18,Londres,3ª Classe,122.83,19,20,Jornal
1307,Sra. Heloísa Castro,65,Berlim,3ª Classe,194.2,16,17,Celular
1308,Alice Cavalcante,18,Berlim,1ª Classe,46.13,10,11,Carteira
1309,José Pedro da Cruz,46,Londres,3ª Classe,296.99,22,24,Carteira
1310,Cauê Guerra,19,Londres,1ª Classe,149.21,13,15,Chocolate
1311,Daniela Melo,39,Madri,1ª Classe,97.49,10,11,Celular
1312,Dra. Milena Cavalcante,24,Paris,3ª Classe,77.25,20,21,Jornal
1313,Sra. Nina Costela,31,Berlim,2ª Classe,127.67,22,24,Chocolate
1314,Brayan Novaes,51,Madri,2ª Classe,440.41,11,12,Carteira
1315,Luiz Henrique Borges,26,Londres,1ª Classe,270.95,21,23,Jornal
1316,José Pedro Azevedo,45,Londres,1ª Classe,383.91,19,20,Celular
1317,Sra. Olívia Fonseca,36,Londres,2ª Classe,131.11,20,22,Celular
1318,Hadassa Barros,50,Madri,2ª Classe,112.53,11,13,Celular
1319,Eloah Nascimento,57,Paris,1ª Classe,259.22,22,24,Boné
1320,Guilherme Ribeiro,47,Londres,2ª Classe,359.12,18,20,Chocolate
1321,Brenda Ribeiro,49,Roma,2ª Classe,294.78,20,21,Jornal
1322,Ana Luiza Câmara,30,Roma,1ª Classe,203.99,14,16,Celular
1323,João Felipe Barros,54,Londres,2ª Classe,134.72,11,12,Chocolate
1324,Milena Moreira,36,Roma,3ª Classe,182.27,19,20,Boné
1325,Beatriz Borges,57,Berlim,2ª Classe,231.06,16,18,Jornal
1326,Anthony Pinto,49,Berlim,2ª Classe,197.36,12,14,Jornal
1327,Dra. Alexia Jesus,59,Paris,2ª Classe,451.72,14,15,Celular
1328,Sra. Marcela Mendes,32,Paris,1ª Classe,44.96,10,11,Jornal
1329,Srta. Isadora Peixoto,61,Berlim,2ª Classe,158.33,22,24,Jornal
1330,Maria Alice Ribeiro,56,Londres,3ª Classe,372.51,14,15,Celular
1331,Dr. Vitor Gabriel Jesus,36,Berlim,2ª Classe,473.45,19,20,Boné
1332,Valentim Alves,50,Londres,2ª Classe,121.51,21,22,Boné
1333,Dra. Emilly Ramos,51,Madri,3ª Classe,381.23,21,23,Jornal
1334,João Miguel Aragão,23,Berlim,1ª Classe,220.11,21,23,Jornal
1335,Allana Rodrigues,46,Madri,1ª Classe,193.6,19,20,Jornal
1336,Gabriela Brito,65,Paris,2ª Classe,407.1,15,17,Jornal
1337,Lavínia Porto,45,Roma,3ª Classe,273.43,15,16,Chocolate
1338,Ryan Moura,20,Londres,1ª Classe,488.85,15,17,Bengala
1339,Carolina Pereira,31,Roma,1ª Classe,271.9,13,15,Carteira
1340,Valentim Rocha,54,Roma,3ª Classe,448.42,11,12,Carteira
1341,Dr. Pedro Miguel Pimenta,53,Londres,1ª Classe,414.97,19,21,Carteira
1342,Lucas Gabriel Rezende,30,Paris,2ª Classe,149.07,13,15,Chocolate
1343,Pietro da Paz,22,Roma,1ª Classe,190.64,10,11,Jornal
1344,Leonardo Melo,44,Roma,1ª Classe,494.9,12,14,Boné
1345,Srta. Bárbara da Rocha,22,Roma,1ª Classe,73.67,13,15,Boné
1346,Srta. Elisa da Rocha,63,Roma,1ª Classe,305.82,14,15,Boné
1347,Valentina Carvalho,61,Roma,2ª Classe,108.83,12,14,Carteira
1348,Esther Moura,43,Madri,1ª Classe,267.67,19,21,Boné
1349,Rebeca Andrade,54,Paris,3ª Classe,54.64,20,22,Jornal
1350,Marcela Porto,63,Berlim,2ª Classe,310.38,22,23,Boné
1351,Enzo Leão,29,Madri,3ª Classe,221.72,16,17,Chocolate
1352,Dr. Davi Lucas da Mata,24,Roma,3ª Classe,473.39,13,14,Jornal
1353,Diego Caldeira,58,Madri,2ª Classe,336.66,11,12,Celular
1354,Yan da Mota,44,Madri,1ª Classe,497.71,11,12,Boné
1355,Vinícius Oliveira,67,Berlim,2ª Classe,230.96,14,15,Boné
1356,Nina Sousa,47,Paris,1ª Classe,323.04,20,22,Boné
1357,Carlos Eduardo Nascimento,65,Roma,1ª Classe,204.37,10,12,Carteira
1358,Ana Julia da Conceição,26,Berlim,3ª Classe,376.85,17,19,Carteira
1359,Marcelo Cardoso,53,Londres,3ª Classe,475.51,12,14,Celular
1360,Dr. Luiz Miguel Leão,28,Londres,1ª Classe,307.42,12,14,Carteira
1361,Hellena Pastor,65,Roma,1ª Classe,48.02,22,23,Chocolate
1362,Raquel Lima,27,Roma,2ª Classe,97.19,21,22,Celular
1363,Mathias Cunha,52,Londres,2ª Classe,351.4,20,21,Boné
1364,Sr. Davi Luiz Sá,37,Roma,1ª Classe,303.12,10,12,Celular
1365,Yuri Moraes,33,Berlim,1ª Classe,107.99,10,12,Carteira
1366,Laís da Conceição,18,Berlim,1ª Classe,343.18,11,12,Faca
1367,Theodoro Moraes,24,Londres,3ª Classe,91.85,16,17,Celular
1368,Elisa Souza,38,Madri,3ª Classe,102.88,13,15,Celular
1369,Mateus Vargas,25,Londres,1ª Classe,61.88,15,16,Carteira
1370,Murilo Monteiro,59,Berlim,1ª Classe,200.7,17,18,Carteira
1371,Daniel Nogueira,70,Berlim,3ª Classe,315.72,10,11,Celular
1372,Dra. Rebeca Rodrigues,44,Berlim,3ª Classe,254.79,11,12,Jornal
1373,João Pedro Peixoto,24,Madri,2ª Classe,490.89,21,23,Chocolate
1374,Lavínia Lima,67,Londres,2ª Classe,95.91,22,24,Bengala
1375,Davi Souza,60,Roma,1ª Classe,174.2,19,21,Boné
1376,Vitor Hugo Cassiano,58,Londres,3ª Classe,297.86,10,11,Carteira
1377,Daniel Sá,66,Paris,2ª Classe,125.83,16,17,Chocolate
1378,Mariana Moraes,21,Londres,2ª Classe,254.38,13,14,Jornal
1379,Sra. Milena Cirino,59,Paris,1ª Classe,462.47,19,21,Chocolate
1380,Dr. Levi Barbosa,39,Londres,2ª Classe,165.59,22,23,Boné
1381,Maria Isis Cirino,44,Berlim,1ª Classe,122.21,21,23,Jornal
1382,Luan da Costa,31,Madri,1ª Classe,454.25,20,21,Celular
1383,Maria Cecília Freitas,62,Londres,3ª Classe,437.63,18,20,Carteira
1384,Luiz Henrique Pereira,58,Paris,1ª Classe,436.23,11,12,Carteira
1385,Olívia Moreira,27,Londres,1ª Classe,54.96,19,20,Jornal
1386,Antônio Jesus,23,Roma,3ª Classe,238.87,12,13,Jornal
1387,Yan Oliveira,29,Madri,1ª Classe,158.52,19,21,Bengala
1388,Marcos Vinicius da Luz,30,Berlim,2ª Classe,49.21,15,17,Boné
1389,Pietro Freitas,48,Roma,2ª Classe,257.59,21,23,Celular
1390,Maria Sophia Borges,70,Roma,1ª Classe,383.35,16,17,Celular
1391,Ana Júlia Duarte,37,Madri,3ª Classe,84.87,21,22,Jornal
1392,Bárbara Nogueira,47,Berlim,2ª Classe,148.78,18,20,Carteira
1393,Benício Sousa,26,Roma,1ª Classe,85.81,13,14,Carteira
1394,Esther Nogueira,50,Berlim,2ª Classe,208.23,16,18,Bengala
1395,Maysa Sampaio,41,Roma,2ª Classe,160.83,19,20,Boné
1396,Calebe Pinto,20,Paris,2ª Classe,466.74,12,13,Celular
1397,Juliana Fonseca,34,Berlim,3ª Classe,357.47,20,22,Chocolate
1398,Matheus Nunes,59,Roma,2ª Classe,370.48,13,15,Carteira
1399,Luara Pacheco,70,Berlim,3ª Classe,356.21,10,11,Jornal
1400,Olivia Cavalcanti,47,Londres,2ª Classe,131.23,19,20,Carteira
1401,Dra. Alícia Casa Grande,67,Paris,3ª Classe,358.69,16,18,Chocolate
1402,Dante Aragão,23,Madri,1ª Classe,439.24,12,14,Jornal
1403,Josué Cavalcante,37,Madri,3ª Classe,332.66,16,18,Chocolate
1404,Gabriela Souza,66,Paris,1ª Classe,321.73,22,24,Celular
1405,Maria Júlia Pastor,35,Londres,3ª Classe,205.01,14,15,Bastão de Caminhada
1406,Liz Barros,70,Roma,1ª Classe,57.47,22,24,Boné
1407,Lucas Gabriel Cavalcante,59,Berlim,3ª Classe,221.17,12,14,Carteira
1408,Sr. Marcos Vinicius Gonçalves,26,Londres,2ª Classe,99.17,11,13,Chocolate
1409,Brayan Aparecida,31,Londres,1ª Classe,38.9,12,13,Jornal
1410,Isis da Paz,44,Roma,3ª Classe,457.36,11,12,Carteira
1411,Srta. Ana Lívia Marques,23,Roma,1ª Classe,145.61,15,16,Chocolate
1412,Joana Cavalcante,48,Roma,3ª Classe,382.66,10,11,Jornal
1413,Bernardo Cassiano,18,Madri,1ª Classe,57.45,18,19,Jornal
1414,Cecília Ferreira,51,Berlim,2ª Classe,241.88,15,17,Jornal
1415,Laís da Luz,61,Berlim,2ª Classe,410.26,15,17,Boné
1416,Sra. Ana Laura Viana,21,Berlim,2ª Classe,405.07,10,12,Celular
1417,Isabelly Aragão,43,Londres,1ª Classe,304.94,18,20,Faca
1418,Isadora Barros,66,Londres,2ª Classe,231.44,20,22,Boné
1419,Danilo Barbosa,60,Londres,1ª Classe,493.23,15,16,Chocolate
1420,Gabriela Mendes,20,Berlim,3ª Classe,227.71,19,21,Boné
1421,Jade Borges,57,Paris,2ª Classe,219.68,17,18,Chocolate
1422,Ryan da Mata,36,Madri,1ª Classe,358.85,18,19,Carteira
1423,Yuri Montenegro,68,Paris,2ª Classe,417.85,18,20,Carteira
1424,Dra. Lavínia Martins,46,Paris,2ª Classe,334.69,13,14,Jornal
1425,Kevin Cavalcanti,66,Paris,1ª Classe,223.1,21,22,Carteira
1426,Emanuel da Mota,38,Roma,2ª Classe,117.98,14,16,Faca
1427,Isabella Dias,60,Paris,3ª Classe,76.52,18,20,Carteira
1428,Manuela Pastor,62,Berlim,1ª Classe,466.57,22,23,Chocolate
1429,Marina Andrade,42,Roma,3ª Classe,324.63,18,20,Celular
1430,Lorenzo Azevedo,32,Berlim,1ª Classe,152.58,11,12,Jornal
1431,Davi Lucas Carvalho,55,Londres,3ª Classe,471.58,19,21,Carteira
1432,Dr. Lorenzo Siqueira,38,Roma,3ª Classe,371.09,14,15,Chocolate
1433,Noah das Neves,30,Roma,2ª Classe,166.63,15,16,Boné
